id_groupe_terroriste;libellé_groupe_terroriste
1735;Kidnapping gang
1736;Kilafah Islamic Movement
1737;Kim Pyongnil Supporters
1738;King Street
1739;Kirat Janabadi Workers Party
1740;Kisan Indian Organization
1741;Kisar Liberation Movement
1742;Kisii Activists
1743;Kizilyurtovskiy Group
1744;Knights of Janzour
1745;Knights Templar (Caballeros Templarios)
1746;Koetoh Reh
1747;Kokang
1748;Kolla Benjo Cruz Command
1749;Komala
1750;Komando Jihad (Indonesian)
1751;Korea Univ. Students
1752;Korean Youth League
1753;Koreans
1754;Korubo Tribe
1755;Kosovo Liberation Army (KLA)
1756;Kotoko Tribal Group
1757;Kouweikhat Group
1758;Krause Group
1759;Krikapi Indians
1760;Ku Klux Klan
1761;Kuki Independent Organization (KIO/KIA)
1762;Kuki Liberation Army (KLA)
1763;Kuki National Army (KNA)
1764;Kuki National Front (KNF)
1765;Kuki National Liberation Front (KNLF)
1766;Kuki Revolutionary Army (KRA)
1767;Kuki Tribal Militants
1768;Kuki tribesmen
1769;Kuki Unification Frontal Organization (KUFO)
1770;Kuna Indians
1771;Kurdish Democratic Party-Iran (KDP)
1772;Kurdish Democratic Party-Iraq (KDP)
1773;Kurdish demonstrators
1774;Kurdish Dissidents
1775;Kurdish guerrillas
1776;Kurdish Independence Group (name unk)
1777;Kurdish Islamic Group (KIG)
1778;Kurdish Islamic Unity Party
1779;Kurdish Marxist Separatists
1780;Kurdish Militants
1781;Kurdish Oppositionists
1782;Kurdish Peshmerga Guerrillas
1783;Kurdish Protestors
1784;Kurdish Rebels
1785;Kurdish Separatists
1786;Kurdish Sympathizers
1787;Kurdistan Free Life Party
1788;Kurdistan Freedom Hawks (TAK)
1789;Kurdistan National Union
1790;Kurdistan Workers' Party (PKK)
1791;Kurds
1792;Kyongbuk University Dental College Students
1793;La Paz peasants federation
1794;Labor Union Leaders
1795;Lahij Province of the Islamic State
1796;Laiq Chanio Group of Dacoit Bandits
1797;Lama Group
1798;Landless Peasants' Movement (MST)
1799;Laqmush
1800;large group
1801;Lashkar-e-Balochistan
1802;Lashkar-e-Fidayan-e-Islam
1803;Lashkar-e-Islam (India)
1804;Lashkar-e-Islam (Pakistan)
1805;Lashkar-e-Jarrar
1806;Lashkar-e-Jhangvi
1807;Lashkar-e-Omar
1808;Lashkar-e-Taiba (LeT)
1809;Lashkari-e-Adam (Army of Adam)
1810;Laskar Jihad
1811;Last Alternative Guerrilla Front
1812;Last Generation
1813;Latin America Anti-Communist Army (LAACA)
1814;Latin American Anti-Fascist Command
1815;Latvian Republic Volunteer Troops
1816;Lavalas Supporters
1817;League of Communists
1818;League of Damascus for Special Tasks
1819;League of French Fighters Against Jewish Occupation
1820;League of the 18
1821;Lebanese and Palestinian Resistance Fighters
1822;Lebanese Arab Army
1823;Lebanese Armed Revolutionary Faction (LARF)
1824;Lebanese Free Will Movement
1825;Lebanese Liberation Front
1826;Lebanese male
1827;Lebanese Man
1828;Lebanese National Resistance Front
1829;Lebanese Resistance Group
1830;Lebanese Secret Army
1831;Lebanese Socialist Revolutionary Organization
1832;Lebanese Terrorist Group
1833;Left wing activists
1834;Left wing student group
1835;leftist guerrillas-Bolivarian militia
1836;Leftist youths
1837;Left-Wing Demonstrators
1838;Left-wing extremists
1839;Left-Wing Guerrillas
1840;Left-Wing Militants
1841;Left-Wing Terrorists
1842;Left-Wing Workers
1843;Lehava
1844;Lekagak Tenggamati
1845;Lendu extremists
1846;Les Casseurs
1847;Lesotho Liberation Army (LLA)
1848;Libardo Moratoro Front
1849;Liberals of Galilee
1850;Liberation and Justice Movement (LJM)
1851;Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)
1852;Liberation Battalion
1853;Liberation Commando Rudolf Hess
1854;Liberation Front of Southern Sudan
1855;Liberation Front of the Senegalese People
1856;Liberation Hawks
1857;Liberation of Achik Elite Force (LAEF)
1858;Liberation Tigers of Tamil Eelam (LTTE)
1859;Liberation War Veterans Association
1860;Liberation Youth Coordinating Board
1861;Liberia Peace Council
1862;Liberian Rebel Group
1863;Liberians United for Reconciliation and Democracy (LURD)
1864;Libya Revolutionaries Operations Room (LROR)
1865;Libya Shield Force
1866;Libyan
1867;Libyan Militia
1868;Libyan Students
1869;Libyan Students (Sponsored by Qadaffi Regime)
1870;Liga Agraria Campesina
1871;Likud Political Party
1872;Lithuanian Land Guard
1873;Liwa Ahrar al-Sunna
1874;Liwa al-Haqq
1875;Liwa al-Islam
1876;Liwa al-Sham
1877;Liwa al-Tawhid
1878;Local Extremist
1879;Local landlord employee
1880;Local Residents
1881;Lolita Lebron Puerto Rican Liberation Command
1882;Lone Wolves of Radical, Autonomous, Militant National Socialism
1883;Long-time Muslim immigrants from Bangladesh
1884;Lord's Resistance Army (LRA)
1885;Lorenzo Zelaya Revolutionary Front (LZRF)
1886;Los Barriales
1887;Los Rastrojos (Colombia)
1888;Loyalist Action Force
1889;Loyalist Volunteer Forces (LVF)
1890;Loyalists
1891;Lufa Tribesmen
1892;Luhansk People's Republic
1893;Luis Boitel Commandos
1894;LW
1895;Lybyan-Backed Group against opponents of Qadaffi
1896;M12J
1897;M-19 (Movement of April 19)
1898;M-19 Splinter
1899;M23
1900;M-5
1901;M-7
1902;Maasai
1903;Mabanese Defence Forces
1904;Maccabee Squad and the Shield of David
1905;Macedonian nationalists
1906;Macetos (Paramilitary Group)
1907;Macheteros
1908;Macina Liberation Front (FLM)
1909;Madhesh Mukti Sangram (MMS)
1910;Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal
1911;Madhesi Liberation Front
1912;Madhesi Mukti Tigers (MMT)
1913;Madhesi People's Rights Forum (MPRF)
1914;Madhesi Virus Killers
1915;Mafia
1916;Magahat Militia
1917;Mahan Madhesh Janakantri Party (MMJP)- Nepal
1918;Mahaz Fedai Tahrik Islami Afghanistan
1919;Mahaz-e-Inquilab
1920;Mahaz-e-Milli Islami Afghanistan
1921;Mahdaviyat
1922;Mahdi Army
1923;Mahidi
1924;Mahir Cayan Suicide Group
1925;Mahsud Tribe
1926;Mai Mai Bakata Katanga Militia
1927;Mai Mai Karakara Militia
1928;Mai Mai Manu Militia
1929;Mai Mai Mazembe Militia
1930;Mai Mai Simba Militia
1931;Majerten clansmen
1932;Majlis-e-Askari
1933;Majlis-e-Lashkari
1934;Major Muhammad Zuhnyn Group
1935;Makhachkala Gang
1936;Malaysian Communist Party
1937;Mali students
1938;Malitia-Pro Govt
1939;Manatari Brotherhood
1940;Mandela Soccer Club
1941;Manipur Naga People's Army (MNPA)
1942;Manipur Nationalist Revolutionary Party (MNRP)
1943;Mano Blanca
1944;MANO-D
1945;Manuel Ascencio Padilla Group
1946;Manuel Gonzales Patriotic Front
1947;Manuel Jose Arce Commando
1948;Manuel Rodriguez Patriotic Front (FPMR)
1949;Maoist Communist Center (MCC)
1950;Maoist Communist Central of Nepal (MCCN)
1951;Maoist Communist Party (MKP)
1952;Maoist Communist Party of Manipur
1953;Maoist Farm Laborers Struggle Committee (MXSS)
1954;Maoists
1955;Maori
1956;Mapuche activists
1957;Marhan Clan
1958;Mariano Moreno National Liberation Commando
1959;Martyr Abu Ja'far Group
1960;Martyr Ahmad Alishuay B Group
1961;Martyr Ali Nasir group
1962;Martyr al-Nimr Battalion
1963;Martyr Riyad Taha Group
1964;Martyr Sami al-Ghul Brigades
1965;Martyrs Halim Group
1966;Martyrs of Baalbek
1967;Martyrs of La Talanguera
1968;Martyrs of Saad Sayel
1969;Martyrs of Tell Al-Zaltar
1970;Martyrs revenge organization
1971;Maruseido (Marxist Youth League)
1972;Marwan Al-Qawasimi and Amir Abu-Ayshah Group
1973;Marxist Peoples Fedayeen of Iran
1974;Marxist Resistance Movement
1975;Marxist-Leninist Armed Propaganda Unit
1976;Marxists
1977;Masada, Action and Defense Movement
1978;Ma'sadat al-Mujahideen
1979;Maskini Liberation Front
1980;Massive escape
1981;Matan Abdulle
1982;Mateo Morral Insurrectionist Commandos
1983;Maute Group
1984;Mawlawi and Mansour Group
1985;Maximiliano Gomez Revolutionary Brigade
1986;Maximiliano Hernandez Martinez Brigade
1987;May 15
1988;May 15 Organization for the Liberation of Palestine
1989;May 19 Communist Order
1990;May 36
1991;May 98
1992;Mayi Mayi
1993;Mazari Tribesmen
1994;Mazdoor Kisan Sangram Samiti (MKSS)
1995;Medellin Drug Cartel
1996;Medfaiyah Wal-Sewarigh Brigade
1997;Meibion Glyndwr
1998;Meinhof-Puig-Antich Group
1999;Meitei extremists
2000;Mercenaries
2001;Merille Militia
2002;Mesopotamian Army (MEZOR)
2003;Mexican Revolutionary Movement
2004;Mexican Students
2005;Miguel Angel Cabrera Command
2006;Miguel d'Escoto Brockman Community Movement
2007;Mikhail Kaltezas Anarchist Organization
2008;Milicias Rodriguistas
2009;Militant Argentine Patriots
2010;Militant Cells
2011;Militant Forces Against Huntingdon
2012;Militant Islamic Group, name not stated
2013;Militant Minority (Greece)
2014;Militant Moslem Pilgrims
2015;Militant Movement for Madagascan Socialism (MMSM)
2016;Militant Organization of Russian Nationalists
2017;Militant Peasants (NFI)
2018;Militant People's Revolutionary Forces
2019;Militant Welsh
2020;Militant Zionist Resistance Movement
2021;Militants
2022;Militants of the National Action Party
2023;Military Council for the True Liberation of Albania
2024;Military Council of the Tribal Revolutionaries (MCTR)
2025;Military Liberation Front of Colombia
2026;Militia Members
2027;MILPAS Contras
2028;Minawi's faction forces.
2029;Miners
2030;Minority Unity Forum
2031;Minutemen American Defense
2032;Miscreants
2033;Miskito Indian Organization
2034;Misrata Brigades
2035;Misseriya Arab Tribesmen
2036;Misurasata Indian Organization
2037;Mitiga Militia
2038;Mizo National Front
2039;MLA
2040;Mlada Bosna
2041;MNR of the Left
2042;Mob
2043;Modakeke Ethnic Activists
2044;Modakeke Ethnics
2045;Mohajir National Movement
2046;Mombasa Republican Council (MRC)
2047;Mon Guerrillas
2048;Mon Insurgents
2049;Mong Thai Army (MTA)
2050;Mongolian Mukti Morcha
2051;Montoneros (Argentina)
2052;Montoneros Patria Libre
2053;Moran Tiger Force (MTF)
2054;Morazanist Front for the Liberation of Honduras (FMLH)
2055;Mormon Extremist
2056;Moro Ghuraba
2057;Moro Islamic Liberation Front (MILF)
2058;Moro National Liberation Front (MNLF)
2059;Moro National Liberation Front Splinter group
2060;Moroccan extremists
2061;Moslem Activists
2062;Moslem opponents of Gemayel
2063;Moslem Paramilitary Group
2064;Motherland Party
2065;Mouhajiroune Brigade
2066;Mousa Ismail sub-clan
2067;Movement for Cuban Justice (Pragmatistas)
2068;Movement for Democracy and Development (MDD)
2069;Movement for Democracy and Justice in Chad (MDJT)
2070;Movement for Democratic Change (MDC)
2071;Movement for Dignity and Soverignty
2072;Movement for Oneness and Jihad in West Africa (MUJAO)
2073;Movement for Rebuilding Fatah
2074;Movement for Self-Determination
2075;Movement for the Actualization of the Sovereign State of Biafra (MASSOB)
2076;Movement for the Emancipation of the Niger Delta (MEND)
2077;Movement for the Protection of Jerusalem
2078;Movement for the Supremacy of Reason
2079;Movement for Triqui Unification and Struggle
2080;Movement of Democratic Forces of Casamance
2081;Movement of Islamic Action of Iraq
2082;Movement of Niger People for Justice (MNJ)
2083;Movement of the Islamic State (MEI)
2084;Movement of the Revolutionary Left (MIR) (Bolivia)
2085;Movement of the Revolutionary Left (MIR) (Chile)
2086;Movement of the Revolutionary Left (MIR) (Peru)
2087;Movement of the Revolutionary Left (MIR) (Venezuela)
2088;Movement of the Third Reich
2089;Mozambican Rebels
2090;Mozambique Liberation Front (FRELIMO)
2091;Mozambique National Resistance Movement (MNR)
2092;Mozambique Rightest Rebels
2093;Muhammed Shuqayr Group
2094;Mujahedeen Army
2095;Mujahedeen Brigades
2096;Mujahedeen Corps in Iraq
2097;Mujahedeen Group
2098;Mujahedeen Shura Council
2099;Mujahedeen Shura Council in the Environs of Jerusalem
2100;Mujahedin Kompak
2101;Mujahedin-e Khalq (MEK)
2102;Mujahideen Ansar
2103;Mujahideen Islam Pattani
2104;Mujahideen Kashmir
2105;Mujahideen Youth Movement (MYM)
2106;Mujahidin Ambon
2107;Mujahidin Indonesia Timur (MIT)
2108;Mukhtar Army
2109;Mullah Dadullah Front
2110;Munadil al-Jumalyi Brigade
2111;Mungiki Sect
2112;Murle Tribe
2113;Musa Sudi Yalahow Militia
2114;Muslim Brotherhood
2115;Muslim Commando (Iraqi revolutionary brothers)
2116;Muslim Demonstrators
2117;Muslim extremists
2118;Muslim Fundamentalists
2119;Muslim Guerrillas
2120;Muslim Janbaz Force
2121;Muslim Liberation Front
2122;Muslim Militants
2123;Muslim Mujahideen
2124;Muslim Rebels
2125;Muslim Renewal
2126;Muslim Separatists
2127;Muslim United Army (MUA)
2128;Muslim United Liberation Tigers of Assam (MULTA)
2129;Muslim Youth
2130;Muslims
2131;Muslims Against Global Oppression (MAGO)
2132;Mustafa Aktas Fighting Unit
2133;Mustafa al-Hujairi Group
2134;Mutahida Majlis-e-Amal
2135;Mutassim Bellah Brigade
2136;Mutassim Billah Gaddafi Battalion
2137;Muttahida Qami Movement (MQM)
2138;Mwakenya Dissident Movement
2139;Naga National Council (NNC)
2140;Naga People
2141;Naga People's Council (NPC)
2142;Naga Students Federation
2143;Nahzat e Eslami
2144;Najd Province of the Islamic State
2145;Najib Watan Party Faction
2146;Namchong-Nyon Students
2147;Nandi Tribe
2148;Nara Red Army
2149;Narco-Terrorists
2150;National Accord Movement
2151;National Alliance (Chad)
2152;National Alliance for the Protection of the Fulani Identity and the Restoration of Justice (ANSIPRJ)
2153;National Anti Communist Commando
2154;National Anti-Corruption Front (FNA)
2155;National Army for the Liberation of Uganda (NALU)
2156;National Awami Party
2157;National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB)
2158;National Committee Against Independence (CNCI)
2159;National Committee for the Restoration of Democracy and State (CNRDR)
2160;National Committee to Combat Fascism
2161;National Congress for the Defense of the People (CNDP)
2162;National Council for Defense of Democracy (NCDD)
2163;National Council of Maubere Resistance
2164;National Defense Youth Corps
2165;National Democratic Alliance (NDA)
2166;National Democratic Alliance Army (NDAA-ESSA)
2167;National Democratic Alliance of Sudan
2168;National Democratic Front of Bodoland (NDFB)
2169;National Democratic Front of Liberia
2170;National Democratic Front-Bicol (NDF-Bicol)
2171;National Democratic Party
2172;National Development Party (NDP)
2173;National Freedom Party
2174;National Front (Greece)
2175;National Front Against Tigers (NFAT)
2176;National Front for the Liberation of Belgium
2177;National Front for the Liberation of Cuba (FLNC)
2178;National Front for the Revolution in Burundi (FRONABU-Tabara)
2179;National Front for the Salvation of Libya
2180;National Front Security Service
2181;National Independent Committee for Political Prisoners and Persecuted and Missing Persons
2182;National Integration Front (FIN)
2183;National League for Democracy
2184;National Liberation Alliance of Sa Kaeo
2185;National Liberation Army (Ecuador)
2186;National Liberation Army (El Salvador)
2187;National Liberation Army (Nepal)
2188;National Liberation Army (NLA) (Macedonia)
2189;National Liberation Army (Peru)
2190;National Liberation Army of Colombia (ELN)
2191;National Liberation Council of Taniland
2192;National Liberation Force of Bengalis (Bangali Janamukti Bahini)
2193;National Liberation Front (Ecuador)
2194;National Liberation Front (FNL) (Burundi)
2195;National Liberation Front of Chad
2196;National Liberation Front of Provence (FLNP)
2197;National Liberation Front of Tripura (NLFT)
2198;National Liberation Movement Party
2199;National Liberation People's Front (FPLN)
2200;National Liberation Union
2201;National Movement Against the Mahgreb Invasion
2202;National Movement of Iranian Resistance
2203;National Organization of Cypriot Fighters (EOKA)
2204;National Patriotic Front of Liberia (NPFL)
2205;National People's Movement Coordination Committee
2206;National People's Party (Rashtriya Janata Dal - RJD)
2207;National Redemption Front
2208;National Renewal Party
2209;National Republican Alliance Party
2210;National Republican Movement for Democracy and Development (MRND)
2211;National Resistance Movement (NRM)
2212;National Revolution
2213;National Revolutionary Command (Umar al-Mukhtar)
2214;National Revolutionary Front
2215;National Revolutionary Front of Manipur (NRFM)
2216;National Salvation Forces Organization
2217;National Santhali Liberation Army (NSLA)
2218;National Socialist Civic Workers Movement
2219;National Socialist Council of Nagaland
2220;National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
2221;National Socialist Council of Nagaland-Khaplang (NSCN-K)
2222;National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK)
2223;National Socialist Council of Nagaland-Unification (NSCN-U)
2224;National Socialist Liberation Front
2225;National Socialist Underground
2226;National Union for the Total Independence of Angola (UNITA)
2227;National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)
2228;National United Front of Democracy Against Dictatorship (UDD)
2229;National Youth Resistance Organization
2230;National Youth Service of Zimbabwe
2231;Nationalist Integrationist Front (FNI)
2232;Nationalist Intervention Group
2233;Nationalist Patriotic Alliance (APN)
2234;nationalist students
2235;Nationalsocialistisk Front (NSF)
2236;Naxalites
2237;Nazi Boerestat Party
2238;Nduma Defense of Congo (NDC)
2239;Neo-Fascists
2240;Neo-Nazi extremists
2241;Nepal Defense Army
2242;Nepal People's Army
2243;Nepalbad Party
2244;Nepali Congress Party (NC)
2245;Nestor Paz Zamora Commission (CNPZ)
2246;New Armenian Resistance
2247;New caledonian independence supporters
2248;New Indigenous Army
2249;New Indigenous People's Army
2250;New Jewish Defense League
2251;New Order
2252;New Order- France
2253;New Partisans Movement
2254;New Patriotic Party (NPP)
2255;New People's Army (NPA)
2256;New Revolutionary Alternative (NRA)
2257;New Revolutionary Popular Struggle (NELA)
2258;New Ugandan Army
2259;New World Liberation Front (NWLF)
2260;New Year's Gang
2261;Nicaraguan  Revolutionary Armed Force
2262;Nicaraguan Counter Revolutionaries (group unk)
2263;Nicaraguan Democratic Anti-Communist Movement
2264;Nicaraguan Democratic Force (FDN)
2265;Nicaraguan Resistance
2266;Nicaraguans protesting their government
2267;Niger Delta Avengers (NDA)
2268;Niger Delta extremists
2269;Niger Delta Freedom Fighters (NDDF)
2270;Niger Delta Greenland Justice Mandate (NDGJM)
2271;Niger Delta Justice Defense Group (NDJDG)
2272;Niger Delta Liberation Force (NDLF)-Nigeria
2273;Niger Delta Patriotic Force
2274;Niger Delta People's Volunteer Force (NDPVF)
2275;Niger Delta Vigilante (NDV)
2276;Niger Delta Volunteers (NDV)
2277;Nihilistic Patrol and Neighborhood Arsonists
2278;Nihilists Faction
2279;Ningo Tribe
2280;Ninjas
2281;Ninth of June Organization
2282;No Borders Group
2283;Nobles of Jordan
2284;Nomadic AFARS
2285;Nordic Resistance Movement
2286;Nordisk Rikspartiet (Nordic National Party)
2287;North Korean involvement commandos
2288;Northern Diriangen Front (FND)
2289;Northern Epirus Liberation Front (MAVI)
2290;Northern Homs Countryside Operations Room
2291;Northern Terror Front
2292;November 10 (Bolivia)
2293;November 17 Revolutionary Organization (N17RO)
2294;November 21 Organization
2295;Nuclear Liberation Front
2296;Nuclei Communist Combattants
2297;Nucleus of Fighting Communists
2298;Nucleus of the Armed Struggle
2299;Nuer White Army
2300;Nur-al-Din al-Zinki Movement
2301;NVF
2302;Nyatura Militia
2303;OAS-MRP
2304;October 11 Group
2305;October Third Movement
2306;October-80
2307;Odessa Underground
2308;Odua Peoples' Congress (OPC)
2309;Official Irish Republican Army (OIRA)
2310;Ogaden National Liberation Front (ONLF)
2311;Oglaigh na hEireann
2312;Ohabi Islamic Sect
2313;Okba Ibn Nafaa Brigade
2314;Okinawa Liberation League
2315;Omar Bin Khattab Group
2316;Omar Mukhtar Militia
2317;Omar Torrijos Commando for Latin American Dignity
2318;Ombatse Cult
2319;Omega-7
2320;Opossition 48 hour general strikers
2321;Opponents of disabled people
2322;Opponents of Regime
2323;Opposition Group
2324;Opposition Jatiya Samajtantrik Del Party
2325;Opposition Militants
2326;Opposition movement of Colon Province Unemployed
2327;OPR-33
2328;Orakzai Freedom Movement
2329;Orange Volunteers (OV)
2330;Orde Boerevoik
2331;Organizacion Democratica Nacionalista (ORDEN)
2332;Organization 544
2333;Organization Alliance of Cuban Intransigence
2334;Organization for Purging the Majlis (Parliament)
2335;Organization for Revolutionary Self Defense
2336;Organization for the Defense of Detainees Rights
2337;Organization for the Liberation of France from Jewish Occupation
2338;Organization for the oppresed in Egypt's Prisons
2339;Organization for Zionist Retribution
2340;Organization of Anti-Fascist Students
2341;Organization of Arab Fedayeen Cells
2342;Organization of Avenging Palestinian Youth
2343;Organization of Mauritanian Nationalists
2344;Organization of Metropolitan Proletariat and Oppressed Peoples
2345;Organization of Mujahadin of Islam
2346;Organization of Soldiers of the Levant
2347;Organization of the Sons of Occupied Territories
2348;Organization of Volunteers for the Puerto Rican Revolution
2349;Organized Comrades for Feminist Counter-Power
2350;Organized Comrads for Communism
2351;Organized Crime
2352;Organized Proletarian Communists
2353;Orly Organization
2354;Oromo Liberation Front
2355;Other
2356;Otpor
2357;Overall Deniers of Joining the Existing
2358;P.R.E.
2359;Pacific Popular Front
2360;Pacifist and Ecologist Committee
2361;Pagan Sect of the Mountain
2362;Pahadi Cheetah
2363;Pakistan Muslim League (PML)
2364;Pakistani People's Party (PPP)
2365;Pakistani trained terrorists
2366;Palestine Liberation Front (PLF)
2367;Palestine Liberation Organization (PLO)
2368;Palestinian Activists
2369;Palestinian Extremists
2370;Palestinian Forces
2371;Palestinian Hezbollah
2372;Palestinian Islamic Jihad (PIJ)
2373;Palestinian Islamic Revolutionary Army
2374;Palestinian Liberation Command
2375;Palestinian Revolution Forces
2376;Palestinian Students
2377;Palestinian support group
2378;Palestinian/Lebanese nationalists
2379;Palestinian-nationalist Lebanese joint movement
2380;Palestinians
2381;Pan Africanist Congress (PAC)
2382;Panama Defense Force
2383;Panthic Committee
2384;Pan-Turkish Organization
2385;Paraguayan People's Army (EPP)
2386;Paramilitaries
2387;Paramilitary members
2388;Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh
2389;Pareci Indians
2390;Partido Marxista-Leninista ng Pilipinas (PMLP)
2391;Partisan Sharpshooters
2392;Party for Democracy anti-nuclear-test protesters
2393;Party for the Liberation of the Hutu People (PALIPEHUTU)
2394;Party of National Conciliation
2395;Party Unity
2396;Pataxo Indians
2397;Pathan Tribal Group
2398;Patria Nueva (New Country)
2399;Patria y Libertad (Fatherland and Liberty)
2400;Patriotic Command San Jose
2401;Patriotic Europeans against the Islamization of the West (PEGIDA)
2402;Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD)
2403;Patriotic Liberation Front
2404;Patriotic Liberation Front (FPL)
2405;Patriotic Morazanista Front (FPM)
2406;Patriotic Moroccan Front
2407;Patriotic Resistance Army (ERP)
2408;Patriotic Resistance Front in Ituri (FRPI)
2409;Patriotic Union of Kurdistan (PUK)
2410;Pattali Makkal Katchi (PMK)
2411;Pattani United Liberation Organization (PULO)
2412;Pattani United Liberation Organization-MKP (PULO-MKP)
2413;Paupa New Guinea Troops
2414;Peace at Home Council
2415;Peace Conquerors
2416;Peasant Militants
2417;Peasant protesters
2418;Peasant Self-Defense Group (ACCU)
2419;Peasant Squatters
2420;Pedro Albizu Campos Revolutionary Forces
2421;Pedro Leon Arboleda (PLA)
2422;Pemuda Pancasila
2423;Pentagon Kidnap Group
2424;People Against Gangsterism and Drugs (PAGAD)
2425;People's Alliance
2426;People's Amn Committee
2427;People's Armed Revolutionary Branch
2428;People's Army (Myanmar)
2429;People's Army (Nicaragua)
2430;People's Army's Pioneers
2431;People's Brigade For A Healthy Genetic Future
2432;People's Command
2433;People's Committee against Police Atrocities (PCPA)
2434;People's Defense Unit (Turkey)
2435;People's Democratic Army
2436;People's Democratic Party (PDP)
2437;People's Democratic Struggle Movement
2438;People's Fatherland Movement
2439;People's Fighter Group (Band of Popular Fighters)
2440;People's Guerrilla Front
2441;People's Guerrilla Movement
2442;People's Information Group
2443;People's Liberation Army (India)
2444;People's Liberation Army (Mexico)
2445;People's Liberation Army (Northern Ireland)
2446;People's Liberation Army (United States)
2447;People's Liberation Force
2448;People's Liberation Forces (FPL)
2449;People's Liberation Front (JVP)
2450;People's Liberation Front of India
2451;People's Liberation Front of Niger
2452;People's Liberation Movement
2453;People's Liberation Organization of Tamil Eelam
2454;People's Military Organization (OMP)
2455;People's Militia of Dagestan
2456;People's National Liberation Movement
2457;People's Rebellion
2458;People's Resistance Organized Army
2459;People's Revolutionary Army (ERP)
2460;People's Revolutionary Army (ERP) (El Salvador)
2461;People's Revolutionary Command (CRP)
2462;People's Revolutionary Militias (MRP)
2463;People's Revolutionary Organization
2464;People's Revolutionary Organization- Colombia (ORP)
2465;People's Revolutionary Party
2466;People's Revolutionary Party (Tanzania)
2467;People's Revolutionary Party of Kangleipak (PREPAK)
2468;People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
2469;People's Revolutionary Union
2470;People's Sovereignty Party (PDR)
2471;People's Tamil Organization
2472;People's Temple
2473;People's United Democratic Movement (PUDEMO)
2474;People's United Liberation Front (PULF)
2475;Peoples' United Revolutionary Movement (HBDH)
2476;People's War Group (PWG)
2477;Peronist Armed Forces (FAP)
2478;Personnel of the National Information Center
2479;Peruvian Anti-Communist Alliance (AAP)
2480;Peruvian Rebels
2481;Pessach Group
2482;Peykar
2483;Phalange
2484;Phillipine Moslems
2485;Phineas Priesthood
2486;Pirates
2487;Plowshares
2488;Pokot extremists
2489;Policarpa Salauarpieta (Women's Command)
2490;Polisario Front
2491;Polish
2492;Polish Revolutionary Home Army
2493;Polish Skinheads
2494;Political Activists
2495;Political Group
2496;Political Military Organization of Paraguay
2497;Politico-Military Revolutionary Command
2498;Poor People's Party
2499;Popular Anti-Communist Militias
2500;Popular Army for the Restoration of Democracy (APRD)
2501;Popular Army Vanguards- Battalions of Return
2502;Popular Democratic Movement (MPD)
2503;Popular Forces of April 25
2504;Popular Front for Justice in the Congo
2505;Popular Front for Recovery (FPR)
2506;Popular Front for the Liberation of Palestine (PFLP)
2507;Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)
2508;Popular Front for the Liberation of the Sahara
2509;Popular Front for the Renaissance of the Central African Republic (FPRC)
2510;Popular Liberation Army (EPL)
2511;Popular Liberation Army (Puerto Rico)
2512;Popular Liberation Front Urban Commando
2513;Popular Liberation Resistance Force
2514;Popular Militia (Chile)
2515;Popular Militia (Colombia)
2516;Popular Mobilization Forces (Iraq)
2517;Popular Movement for the Liberation of Angola
2518;Popular Movement for the Liberation of Cabinda
2519;Popular Rage
2520;Popular Resistance (Laiki Antistasi)
2521;Popular Resistance Army (PRA)
2522;Popular Resistance Brigade
2523;Popular Resistance Committees
2524;Popular Resistance Committees (Yemen)
2525;Popular Resistance Front (FPR)
2526;Popular Resistance Movement (Egypt)
2527;Popular Resistance Sabotage Group
2528;Popular Revolutionary Action
2529;Popular Revolutionary Army (Mexico)
2530;Popular Revolutionary Bloc (BPR)
2531;Popular Revolutionary Commandos
2532;Popular Revolutionary Movement (Colombia)
2533;Popular Revolutionary Movement (Italy)
2534;Popular Revolutionary Resistance Group
2535;Popular Revolutionary Vanguard (VPR)
2536;Popular Will (Greece)
2537;Porattom
2538;PORE
2539;Portuguese Anti-Communist Movement
2540;Portuguese Liberation Army
2541;Posse Comitatus
2542;Poverty Brigade
2543;Powers of the Revolutionary Arc
2544;Praveen Dalam
2545;Presidential Movement (MP) Militiamen
2546;Prima Linea
2547;Prisoner  Gourgen Yanikian Group
2548;Prisoner's Action Force
2549;Pro Hartal Activists
2550;pro Khomeni group, name unk
2551;Pro-Aristade
2552;Professional Killers
2553;Pro-Government Students
2554;Progressive Socialist Party (PSP)
2555;Pro-Indonesia extremists
2556;pro-iranian terrorists
2557;Pro-Iraqi Terrorists
2558;Pro-Kabul Provocateurs
2559;Pro-Khasbulaton Rebels
2560;Proletarian Action Group
2561;Proletarian Armed Squads
2562;Proletarian Assault Group
2563;Proletarian Combatants for Communism
2564;Proletarian communist commandos
